1.55275  1.55275  180.0   9.566869078492246e-06     -1.3265078367255936  1.326517403594672
1.2  1.55275  180.0   50244.69284550085     50243.357836186595  1.335009314258059
1.2080402  1.55275  180.0   47162.015614445474     47160.68151315475  1.3341012907258119
1.2160804  1.55275  180.0   44221.78685926714     44220.45360121993  1.3332580472051632
1.2241206  1.55275  180.0   41419.00359142091     41417.67111551613  1.3324759047754924
1.2321608  1.55275  180.0   38748.81490445768     38747.48315307294  1.3317513847359805
1.24020101  1.55275  180.0   36206.517134496964     36205.18296894414  1.3341655528274714
1.24824121  1.55275  180.0   33787.54948073872     33786.21608476477  1.333395973953884
1.25628141  1.55275  180.0   31487.490005638243     31486.157325546592  1.3326800916511274
1.26432161  1.55275  180.0   29302.05194542074     29300.71993045965  1.3320149610881344
1.27236181  1.55275  180.0   27227.080271533454     27225.7488737384  1.331397795052908
1.28040201  1.55275  180.0   25258.548452510884     25257.217626554753  1.330825956130866
1.28844221  1.55275  180.0   23392.555373648593     23391.225076699455  1.3302969491378462
1.29648241  1.55275  180.0   21625.322378915174     21623.992570500504  1.3298084146699694
1.30452261  1.55275  180.0   19953.190405754813     19951.861047633054  1.3293581217585597
1.31256281  1.55275  180.0   18372.617188919732     18371.288244957323  1.3289439624095394
1.32060302  1.55275  180.0   16880.174514272996     16878.844147522228  1.3303667507680075
1.32864322  1.55275  180.0   15472.545507693987     15471.215592168388  1.3299155255990627
1.33668342  1.55275  180.0   14146.521947843927     14145.192449132892  1.3294987110348302
1.34472362  1.55275  180.0   12899.001594669508     12897.672480166864  1.3291145026432787
1.35276382  1.55275  180.0   11726.985528180725     11725.656766985905  1.32876119481989
1.36080402  1.55275  180.0   10627.575494285868     10626.247057109882  1.3284371759855276
1.36884422  1.55275  180.0   9597.971256340652     9596.643115416427  1.328140924224499
1.37688442  1.55275  180.0   8635.467952610004     8634.140081607175  1.327871002829852
1.38492462  1.55275  180.0   7737.453461087673     7736.125835031573  1.3276260560996889
1.39296482  1.55275  180.0   6901.405774101742     6900.078369296151  1.3274048055909589
1.40100503  1.55275  180.0   6124.89038588652     6123.562250088605  1.3281357979149107
1.40904523  1.55275  180.0   5405.557696850675     5404.2298081514045  1.327888699270261
1.41708543  1.55275  180.0   4741.140438642248     4739.812773986162  1.327664656086199
1.42512563  1.55275  180.0   4129.451124330817     4128.123661766976  1.3274625638414363
1.43316583  1.55275  180.0   3568.3795281141197     3567.052246733426  1.3272813806938757
1.44120603  1.55275  180.0   3055.8901989319893     3054.5630788076555  1.32712012433376
